source_text,source_label_0,source_label_1,target_text,target_label_0,target_label_1,predicted_text,predicted_label_0,predicted_label_1
"self - hypnosis happens when a person hypnotises himself, commonly involving the use of autosuggestion.",0.46039918,0.5396008,"self - hypnosis happens when a person hypnotises themself, commonly involving the use of autosuggestion.",0.65354115,0.34645882,"the the is the, the the the the the,,,,,,,,,,, the...",0.5187748,0.48122522
"the scars resulting from abdominoplasty are long, brutal in appearance, and permanent.",0.40361586,0.5963841,"the scars resulting from abdominoplasty are long, large in appearance, and permanent.",0.8623039,0.13769604,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
"reggio is the oldest city in the region, and despite its ancient foundation'''' was an important and flourishing colony of magna graecia it boasts a modern urban system, set up after the catastrophic earthquake on 28 december 1908, which destroyed most of the city.",0.49835896,0.50164104,"reggio is the oldest city in the region, and despite its ancient foundation'''' was an important and flourishing colony of magna graecia it has a modern urban system, set up after the catastrophic earthquake on 28 december 1908, which destroyed most of the city.",0.98464555,0.015354408,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5267766,0.47322336
equivalent concepts in non - christian religions,0.55073166,0.44926834,similar concepts in non - christian religions,0.54154783,0.4584522,the the is the..,0.57587063,0.42412937
"many publications incorrectly credit dst's proposal to the prominent english builder and outdoorsman william willett, who independently conceived dst in 1905 during a pre - breakfast ride, when he observed with dismay how many londoners slept through a large part of a summer's day.",0.114810936,0.8851891,"many publications credit dst's proposal to the prominent english builder and outdoorsman william willett, who independently conceived dst in 1905 during a pre - breakfast ride, when he observed with dismay how many londoners slept through a large part of a summer's day.",0.54401594,0.45598412,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.52946156,0.47053847
"in 1992, bhumibol played a resistive role in thailand's transition to a democratic system.",0.31063768,0.68936235,"in 1992, bhumibol played a key role in thailand's transition to a democratic system.",0.67995256,0.32004744,"the the is the, the the the, the,,,,,,, the...",0.49504536,0.5049547
"the term became prominent in the united states following the september 11, 2001 terrorist attacks ; it had been used only in limited policy circles prior to 9 / 11.",0.2900785,0.7099215,"the term became prominent in the united states following the september 11, 2001 attacks ; it had been used only in limited policy circles prior to 9 / 11.",0.4074872,0.5925128,"the the is the, the the the the the,,,,,,,,,,,,,,,,, the...",0.5059881,0.49401188
"further, in keeping with the indications of the memorandum, the chronicle editorial page became a vocal public advocate of the metrorail referendum in late 2003 and repeatedly endorsed its adoption.",0.75596195,0.24403805,"further, in keeping with the indications of the memorandum, the chronicle editorial page remained a vocal public advocate of the metrorail referendum in late 2003 and repeatedly endorsed its adoption.",0.7320828,0.26791722,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,, the...",0.5025514,0.49744856
2000 - present ( belichick dynasty era ),0.7961026,0.20389734,2000 - present ( belichick era ),0.98306215,0.01693786,"the the is the, the the..",0.5488468,0.4511532
"in the jewish tradition, the israelites emigrated from egypt to canaan ( the exodus ), led by the awesome prophet moses.",0.0015398331,0.9984602,"in the jewish tradition, the israelites emigrated from egypt to canaan ( the exodus ), led by the prophet moses.",0.4667672,0.5332328,"the the is the, the the the the the,,,,,,,,,,, the...",0.5187748,0.48122522
"whereas previous descriptions of transgenderism included very many combinations of sexual orientation, gender identity, and the desire to cross - dress, blanchard demonstrated that there were only two basic phenomena.",0.0403392,0.95966077,"whereas previous descriptions of transgenderism included very many combinations of sexual orientation, gender identity, and the desire to cross - dress, blanchard hypothesized that there were only two basic phenomena.",0.2244481,0.77555186,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,, the...",0.49893788,0.5010621
andrea leadsom was a member of the controversial a - list.,0.027107207,0.9728928,andrea leadsom was a member of the a - list.,0.9977677,0.0022323714,"the the is the, the the the the the..",0.6134166,0.3865834
"northern league ( neo - nazi ), a eugenics group active in the united kingdom in the mid - 20th century",0.85183007,0.1481699,"northern league ( united kingdom ), a eugenics group active in the united kingdom in the mid - 20th century",0.97037584,0.029624129,"the the is the, the the the, the,,,,,,,, the...",0.49953413,0.50046587
sun yat sen was the founder of chinese republic who overthrew the qing dynasty which ruled over all of china from 1644 to 1911 proclaimed as such when he launch his rebellion against the tyrannical qing dynasty which was ruled by manchus :,0.009006611,0.9909933,sun yat sen was the founder of chinese republic who overthrew the qing dynasty which ruled over all of china from 1644 to 1911 proclaimed as such when he launch his rebellion against the qing dynasty which was ruled by manchus :,0.7002582,0.2997418,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.50814825,0.49185178
fakir.... off as bernard bresslaw hilariously shouts at fakir cardew robinson in carry on up the khyber,0.0018486601,0.99815136,fakir.... off as bernard bresslaw shouts at fakir cardew robinson in carry on up the khyber,0.45482615,0.5451738,"the the is the, the the the the the,,,,,,,,,,,, the...",0.51933676,0.48066324
he is best known for his slasher film my bloody valentine which was remade in 2009.,0.31914762,0.6808524,he is known for his slasher film my bloody valentine which was remade in 2009.,0.9975298,0.0024701592,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
"the album will feature some guest appearances by ryan clark, devin townsend, a lovely soprano named suzanne richter, and aslan.",0.0012773478,0.9987226,"the album will feature some guest appearances by ryan clark, devin townsend, a soprano named suzanne richter, and aslan.",0.83387274,0.16612728,"the the is the, the the the, the,,,,,,,,,, the...",0.49276704,0.5072329
the ending offers no closure or catharsis for viewers.,0.99565506,0.004344902,the ending is said to offer no closure or catharsis for viewers.,0.99636275,0.0036373104,"the the is the, the the the the..",0.61955684,0.3804432
"marcus mariota, star sophomore quarterback at the university of oregon ( ducks )",0.0016951382,0.99830484,"marcus mariota, sophomore quarterback at the university of oregon ( ducks )",0.9957129,0.0042871414,"the the is the, the the the the the the the..",0.61318755,0.38681248
tagalog language version ( official version ),0.7863226,0.21367742,filipino language version ( official version ),0.74113977,0.2588602,the the is the the the..,0.6552257,0.34477437
"the cbk sacked romsey in 993 ad, burning down the church.",0.7468326,0.25316745,"the vikings sacked romsey in 993 ad, burning down the church.",0.9692197,0.03078037,"the the is the, the the the the the the the...",0.61902213,0.38097787
"the manley roadhouse was owned by robert e lee, who was also the town's postmaster until his passing in 2010. in 1907 a miner named frank manley built the hot springs resort hotel.",0.0015225592,0.9984774,"the manley roadhouse was owned by robert e lee, who was also the town's postmaster until his death in 2010. in 1907 a miner named frank manley built the hot springs resort hotel.",0.9967842,0.0032157719,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51855993,0.48144007
"on september 9, a daring night raid across the saranac river led by captain mcglassin and 50 americans succeeded in destroying a british congreve rocket battery only 500 yards from fort brown, one of the three main american fortifications.",0.026867243,0.9731328,"on september 9, a night raid across the saranac river led by captain mcglassin and 50 americans succeeded in destroying a british congreve rocket battery only 500 yards from fort brown, one of the three main american fortifications.",0.6860466,0.3139534,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.4917779,0.5082221
